player_id,player_name,team,position,games_played,points_per_game,assists_per_game,rebounds_per_game,draft_year,team_conference
10396,Klay Thompson,Bulls,Forward,78,24.1,7.2,13.6,2016,East
10397,Amnon Avidan,Lakers,Center,24,13.9,4.2,5.3,2016,West
10398,Sylven Landesberg,Maccabi Tel Aviv,Guard,17,8.7,7.8,12.2,2012,IL
10399,Yiftach Feldman,Warriors,Forward,24,15.3,9,4.3,2015,West
10400,De'Aaron Fox,Hapoel Jerusalem,Center,67,12.2,4.9,10,2002,IL
10401,Amnon Avidan,Warriors,Center,51,25.1,3.3,5.3,2015,West
10402,T. J. Leaf (naturalized),Celtics,Guard,74,19.8,9.6,8,2015,East
10403,Moses Malone,Warriors,Guard,45,5.4,5.6,3.7,2015,West
10404,Michael Porter Jr.,Heat,Guard,68,7.5,6.8,7.1,2013,East
10405,Retin Obasohan,Bulls,Center,47,27.8,0.1,2.7,2016,East
10406,Nadav Henefeld,Heat,Forward,39,26.7,3.1,12,2013,East
10407,Will Solomon,Maccabi Tel Aviv,Forward,52,8.2,5.6,4.9,2012,IL
10408,Bradley Beal,Bulls,Guard,51,18.9,0.1,2.3,2016,East
10409,Ariel Beit-Halachmi,Maccabi Tel Aviv,Guard,61,22.9,3.5,3.1,2012,IL
10410,De'Aaron Fox,Celtics,Center,78,12.9,4.8,4,2015,East
10411,Nikola Vujcic,Hapoel Jerusalem,Guard,45,12.8,5,5.3,2002,IL
10412,Evan Fournier,Warriors,Guard,22,24.5,1.9,14.6,2015,West
10413,Idan Zalmanson,Bulls,Center,62,28.7,3.5,7.4,2016,East
10414,Giannis Antetokounmpo,Lakers,Forward,27,10,3.7,11.8,2016,West
10415,Lorenzo Brown,Spurs,Center,42,14.9,2.6,1.7,2012,West
10416,Luka Doncic,Celtics,Forward,70,24.9,9.8,4.7,2015,East
10417,Desmond Bane,Bulls,Guard,18,25.6,2.6,11.8,2016,East
10418,Gabi Neumark,Warriors,Forward,74,27.9,4.1,10.6,2015,West
10419,Charles Barkley,Hapoel Jerusalem,Center,15,8.4,2.3,12,2002,IL
10420,Joel Embiid,Warriors,Forward,79,25.5,9.7,9.6,2015,West
10421,Keegan Murray,Celtics,Center,65,13.5,0.7,1.1,2015,East
10422,Lorenzo Brown,Hapoel Jerusalem,Center,15,29.2,4.8,13.4,2002,IL
10423,Elad Levi,Bulls,Center,10,27.1,6.2,5.2,2016,East
10424,Tal Brody,Hapoel Jerusalem,Forward,62,7.3,9.6,11.8,2002,IL
10425,John Stockton,Warriors,Center,23,13.5,5.1,0.8,2015,West
10426,Yair Avrahami,Lakers,Guard,44,19.1,8.2,12.4,2016,West
10427,John Stockton,Maccabi Tel Aviv,Center,58,15,8.2,8.5,2012,IL
10428,Kristaps Porzingis,Celtics,Guard,48,22.4,5.3,2.9,2015,East
10429,Oz Blayzer,Warriors,Guard,49,15.4,6.3,0.6,2015,West
10430,Jayson Tatum,Hapoel Jerusalem,Guard,52,19.9,8.9,2.9,2002,IL
10431,John Stockton,Hapoel Jerusalem,Center,25,12.3,3.1,11.7,2002,IL
10432,David Blatt (as player),Heat,Guard,17,25.8,5.1,13.6,2013,East
10433,Ori Cohen,Bulls,Forward,82,19.6,0.2,13.4,2016,East
10434,Nimrod Levi,Maccabi Tel Aviv,Center,50,29,5.1,13.8,2012,IL
10435,Jabari Smith Jr.,Hapoel Jerusalem,Center,23,27.5,4.2,3.8,2002,IL
10436,Pascal Siakam,Spurs,Forward,21,20,1.7,4.1,2012,West
10437,Reggie Miller,Hapoel Jerusalem,Guard,75,22.8,6.8,11.3,2002,IL
10438,Larry Bird,Celtics,Forward,27,13.1,2.6,12.5,2015,East
10439,Adam Ariel,Hapoel Jerusalem,Guard,53,12.7,6.1,1.6,2002,IL
10440,Tom Maayan,Hapoel Jerusalem,Center,35,27.1,5,3.9,2002,IL
10441,Dirk Nowitzki,Warriors,Forward,67,11.5,5.9,9.9,2015,West
10442,Guy Goodes,Spurs,Forward,24,25.9,0.3,7.5,2012,West
10443,Josh Giddey,Spurs,Forward,60,16,1.8,11.9,2012,West
10444,Hedo Turkoglu,Warriors,Center,29,11.4,8.8,13.8,2015,West
10445,Roi Plesner,Hapoel Jerusalem,Center,22,22.1,2.9,13.4,2002,IL
10446,Guy Goodes,Hapoel Jerusalem,Forward,72,19.8,0.5,9.6,2002,IL
10447,Dennis Schroder,Heat,Center,61,26.8,3.1,7.3,2013,East
10448,Lorenzo Brown,Lakers,Center,77,13.8,0.9,12.7,2016,West
10449,Tim Duncan,Warriors,Guard,36,21.2,1.3,10.1,2015,West
10450,Jaylen Adams,Lakers,Forward,34,23.4,3.7,8.2,2016,West
10451,Yao Ming,Lakers,Center,11,17.2,0.5,5.8,2016,West
10452,Clyde Drexler,Lakers,Forward,35,15.5,6.1,8.9,2016,West
10453,Evan Mobley,Warriors,Guard,24,19.8,3,6.5,2015,West
10454,Retin Obasohan,Bulls,Center,71,5.3,5.1,11.5,2016,East
10455,Guy Pnini,Spurs,Guard,21,21.4,1.1,12.1,2012,West
10456,Jason Kidd,Lakers,Center,79,29.2,8.1,5.5,2016,West
10457,Sharon Drucker,Hapoel Jerusalem,Guard,27,5.5,3.6,4.2,2002,IL
10458,Jerry West,Maccabi Tel Aviv,Guard,77,20.4,1.2,10,2012,IL
10459,Dirk Nowitzki,Celtics,Forward,80,8,3.4,0,2015,East
10460,Amnon Avidan,Heat,Center,18,27.7,4.5,0.7,2013,East
10461,Bradley Beal,Celtics,Guard,25,18.4,6.8,1.3,2015,East
10462,Jimmy Butler,Bulls,Forward,50,30,9.1,7.6,2016,East
10463,Tom Maayan,Hapoel Jerusalem,Center,48,20.8,5.7,14.4,2002,IL
10464,Kawhi Leonard,Lakers,Guard,38,17.7,5.9,9.5,2016,West
10465,Hakeem Olajuwon,Warriors,Center,49,20.1,1.2,11.4,2015,West
10466,Rui HachimuraDeni Avdija,Bulls,Forward,27,27.5,1.5,3.1,2016,East
10467,Daniel Wolf,Bulls,Guard,54,28.9,9.2,11.3,2016,East
10468,Joel Embiid,Warriors,Forward,49,12.4,5.6,6.8,2015,West
10469,Chris Middleton,Bulls,Center,73,13.5,3.6,1.5,2016,East
10470,Giannis Antetokounmpo,Hapoel Jerusalem,Forward,19,11.7,8,6.2,2002,IL
10471,Dikembe Mutombo,Heat,Center,21,20.3,0.5,1.7,2013,East
10472,Evan Mobley,Hapoel Jerusalem,Guard,33,27.9,0,9.4,2002,IL
10473,Tracy McGrady,Warriors,Forward,28,12,9.8,6,2015,West
10474,Gary Payton,Hapoel Jerusalem,Center,11,12.2,3.6,0.1,2002,IL
10475,Luka Doncic,Warriors,Forward,58,7.1,1.8,2.3,2015,West
10476,Guy Pnini,Bulls,Guard,29,22,7.6,5.2,2016,East
10477,Bonzie Colson,Celtics,Center,47,27.8,6.9,1.2,2015,East
10478,Oscar Robertson,Lakers,Center,11,24.2,9.5,8.1,2016,West
10479,Jason Kidd,Celtics,Center,79,8,3.8,3.3,2015,East
10480,Gabi Neumark,Warriors,Forward,61,29.9,4.7,5.8,2015,West
10481,Jayson Tatum,Warriors,Guard,61,5.3,9.1,4.8,2015,West
10482,Chris Jones,Bulls,Guard,62,7.3,3.5,9.4,2016,East
10483,Jake Cohen,Celtics,Center,23,13.7,7.5,2.1,2015,East
10484,Bradley Beal,Heat,Guard,68,11.6,2.2,5.8,2013,East
10485,James Harden,Hapoel Jerusalem,Center,70,11.4,0.7,9.2,2002,IL
10486,Hedo Turkoglu,Maccabi Tel Aviv,Center,12,16.7,1.8,1.3,2012,IL
10487,Eylon Sasson,Maccabi Tel Aviv,Forward,59,26,2.9,10.9,2012,IL
10488,Evan Fournier,Warriors,Guard,29,16.8,8.7,3.8,2015,West
10489,Tony Parker,Maccabi Tel Aviv,Guard,76,30,9.2,8.4,2012,IL
10490,Shimon Amsalem,Warriors,Guard,45,29.4,4.6,4.3,2015,West
10491,Ricky Rubio,Hapoel Jerusalem,Center,33,26.1,0.3,14.6,2002,IL
10492,Allen Iverson,Lakers,Guard,74,10.2,3.3,8.5,2016,West
10493,Guy Goodes,Bulls,Forward,62,18.6,5.6,11.8,2016,East
10494,Dirk Nowitzki,Warriors,Forward,43,7.7,8.6,14.5,2015,West
10495,Lorenzo Brown,Heat,Center,24,17.7,2.6,3.2,2013,East
10496,Allen Iverson,Celtics,Guard,61,21.7,1.5,0.3,2015,East
10497,Erez Pinhasi,Lakers,Forward,26,24,6.5,9.4,2016,West
10498,Paul Pierce,Lakers,Forward,41,18.8,1.3,6.7,2016,West
10499,Tim Duncan,Hapoel Jerusalem,Guard,53,15.5,5.7,6.7,2002,IL
10500,Boris Diaw,Warriors,Forward,14,25.6,4.5,4.4,2015,West
10501,Stephen Curry,Warriors,Guard,64,15.5,3.8,1.5,2015,West
10502,Clyde Drexler,Bulls,Forward,81,5.1,7.9,13.8,2016,East
10503,Kobe Bryant,Heat,Guard,48,16.1,9.6,6.5,2013,East
10504,Joel Embiid,Celtics,Forward,54,25.4,2,11.4,2015,East
10505,Gil Beni,Bulls,Guard,42,11.5,3.1,4.3,2016,East
10506,Boris Diaw,Maccabi Tel Aviv,Forward,57,6.3,6.4,11.5,2012,IL
10507,Isiah Thomas,Bulls,Guard,16,25.4,2.7,2.6,2016,East
10508,Lior Eliyahu,Bulls,Guard,31,8.7,5.4,10.8,2016,East
10509,Al Horford,Celtics,Forward,21,7.8,8.7,8.5,2015,East
10510,Boris Diaw,Maccabi Tel Aviv,Forward,46,13.3,4.7,0.2,2012,IL
10511,Dwyane Wade,Celtics,Center,28,5.6,7,3.8,2015,East
10512,Scottie Barnes,Maccabi Tel Aviv,Guard,35,15.1,3.9,9.4,2012,IL
10513,De'Aaron Fox,Bulls,Center,36,17.5,4.2,9,2016,East
10514,Desmond Bane,Maccabi Tel Aviv,Guard,72,12.4,0.5,6.9,2012,IL
10515,Ja Morant,Maccabi Tel Aviv,Forward,63,19.7,1,9.7,2012,IL
10516,Jimmy Butler,Lakers,Forward,75,11.8,7.4,0.2,2016,West
10517,Cade Cunningham,Heat,Center,75,18.2,7.9,14.1,2013,East
10518,Gal Mekel,Warriors,Guard,43,19.5,9,6.6,2015,West
10519,Eidan Harel,Heat,Center,35,13.7,9.8,14.7,2013,East
10520,Luka Doncic,Bulls,Forward,60,27.4,9.6,0.7,2016,East
10521,Nir Tishman,Lakers,Forward,36,10.8,5.6,10.6,2016,West
10522,Moshe Mizrahi,Maccabi Tel Aviv,Guard,61,27.8,5.6,0,2012,IL
10523,Donovan Mitchell,Bulls,Center,59,8,4.8,12.9,2016,East
10524,Darius Thompson,Celtics,Guard,57,9.4,4.6,3.8,2015,East
10525,Ja Morant,Spurs,Forward,61,5.4,9.7,0.1,2012,West
10526,Keegan Murray,Spurs,Center,24,7,5.6,7.9,2012,West
10527,Joel Embiid,Maccabi Tel Aviv,Forward,60,24.3,5.7,2.6,2012,IL
10528,Magic Johnson,Spurs,Center,65,9.7,0.4,9.5,2012,West
10529,Donovan Mitchell,Celtics,Center,37,5.5,2.3,3.9,2015,East
10530,Arvydas Sabonis,Hapoel Jerusalem,Forward,72,9.5,8.5,2.2,2002,IL
10531,Elijah Bryant,Spurs,Forward,39,13.8,3.4,5,2012,West
10532,Eidan Harel,Maccabi Tel Aviv,Center,27,29.1,5,12.5,2012,IL
10533,Isiah Thomas,Heat,Guard,42,28,4.9,5,2013,East
10534,Tim Duncan,Hapoel Jerusalem,Guard,51,15.5,3.7,3.8,2002,IL
10535,Hanoch Mintz,Lakers,Forward,74,15.9,5,4.1,2016,West
10536,Giannis Antetokounmpo,Heat,Forward,49,9.5,6.7,14.5,2013,East
10537,Kobe Bryant,Heat,Guard,44,14.4,1.1,4.3,2013,East
10538,Clyde Drexler,Hapoel Jerusalem,Forward,82,10.1,5.9,7.4,2002,IL
10539,Tyrese Maxey,Hapoel Jerusalem,Guard,44,21.4,3.2,0.6,2002,IL
10540,Chris Paul,Celtics,Forward,11,14.5,9,8.4,2015,East
10541,Tyrese Maxey,Warriors,Guard,75,12.8,9.6,13.7,2015,West
10542,Kyrie Irving,Heat,Guard,37,27.2,2,7.3,2013,East
10543,Bam Adebayo,Maccabi Tel Aviv,Center,11,24.9,6.6,4.5,2012,IL
10544,Jason Kidd,Spurs,Center,76,29.4,8.1,2.3,2012,West
10545,Gal Mekel,Heat,Guard,51,19.3,3.4,6.6,2013,East
10546,Roi Plesner,Warriors,Center,50,29.1,0.7,8.7,2015,West
10547,Grant Hill,Bulls,Guard,48,5,5.4,7.6,2016,East
10548,Chris Jones,Hapoel Jerusalem,Guard,56,22.6,1.2,1.3,2002,IL
10549,CJ McCollum,Lakers,Center,46,5.2,2.2,0.4,2016,West
10550,De'Aaron Fox,Bulls,Center,32,24,4.3,2.4,2016,East
10551,Yam Madar,Warriors,Center,46,11.5,8.5,7,2015,West
10552,Michael Jordan,Heat,Guard,41,9.8,2.8,13.5,2013,East
10553,Tyler Herro,Lakers,Center,38,17.4,6.1,7.8,2016,West
10554,Giannis Antetokounmpo,Warriors,Forward,13,8.5,7.3,12.2,2015,West
10555,Mickey Berkowitz,Warriors,Guard,59,21.2,2.5,9.4,2015,West
10556,Rafi Menco,Bulls,Center,70,22.2,8.2,0.5,2016,East
10557,Shawn Dawson,Lakers,Guard,15,23,6.4,14.8,2016,West
10558,Kobe Bryant,Heat,Guard,14,9.7,3.3,7.9,2013,East
10559,Luka Doncic,Maccabi Tel Aviv,Forward,67,10.5,7.6,8.7,2012,IL
10560,Luka Doncic,Warriors,Forward,27,23.4,3.7,9.3,2015,West
10561,Nikola Vujcic,Hapoel Jerusalem,Guard,77,25.7,7.5,9.4,2002,IL
10562,Nimrod Levi,Spurs,Center,73,5.3,0.7,8.2,2012,West
10563,Noam Dovrat,Bulls,Center,19,9.9,3.8,9.1,2016,East
10564,Lorenzo Brown,Spurs,Center,43,9.1,4.7,12.7,2012,West
10565,Kobe Bryant,Lakers,Guard,34,23.3,7.1,14.2,2016,West
10566,Tom Maayan,Maccabi Tel Aviv,Center,16,18,3.7,13.5,2012,IL
10567,Serge Ibaka,Hapoel Jerusalem,Center,73,8,7.9,2.4,2002,IL
10568,Tyler Herro,Bulls,Center,72,18.8,2.2,6.1,2016,East
10569,Omer Sela,Celtics,Center,41,24.8,5.7,3.5,2015,East
10570,Ja Morant,Spurs,Forward,70,27.6,2.4,6.4,2012,West
10571,Paul George,Spurs,Guard,30,11.2,6.3,12.2,2012,West
10572,Meir Tapiro,Bulls,Forward,50,16.7,7,2,2016,East
10573,Liel Malchi,Lakers,Center,68,29.1,9.1,6.1,2016,West
10574,Chuck Eidson,Lakers,Guard,58,7.2,9.8,7.6,2016,West
10575,Bradley Beal,Heat,Guard,61,13.9,6.5,6.2,2013,East
10576,Guy Pnini,Lakers,Guard,64,19.8,4.5,11.7,2016,West
10577,Kawhi Leonard,Hapoel Jerusalem,Guard,77,20.2,2,4.7,2002,IL
10578,Cade Cunningham,Spurs,Center,70,5.7,5.4,11.4,2012,West
10579,Desmond Bane,Lakers,Guard,46,12.6,3.6,3,2016,West
10580,Will Solomon,Warriors,Forward,47,5.6,3.9,12,2015,West
10581,Max Heidegger (naturalized),Hapoel Jerusalem,Guard,50,24.5,0.1,7.7,2002,IL
10582,Magic Johnson,Spurs,Center,81,20.1,8.2,4.4,2012,West
10583,Jordan Poole,Spurs,Guard,78,29.2,4.8,13.4,2012,West
10584,Erez Pinhasi,Heat,Forward,21,12.1,0.7,3.1,2013,East
10585,Eidan Harel,Hapoel Jerusalem,Center,75,19.7,4.6,13.8,2002,IL
10586,Tal Dunne,Warriors,Forward,72,23.3,0.5,14,2015,West
10587,Yao Ming,Hapoel Jerusalem,Center,74,15.7,7.2,15,2002,IL
10588,Eylon Sasson,Spurs,Forward,52,17.7,2.2,11.1,2012,West
10589,LaMelo Ball,Hapoel Jerusalem,Forward,70,24.4,8.5,5.8,2002,IL
10590,Vince Carter,Hapoel Jerusalem,Guard,13,15.2,9,12.2,2002,IL
10591,Jake Cohen,Spurs,Center,23,13.9,9.1,8.5,2012,West
10592,Yovel Zoosman,Bulls,Guard,76,27.1,8.3,7.2,2016,East
10593,Amnon Avidan,Heat,Center,82,15.2,7.6,9,2013,East
10594,Darius Thompson,Spurs,Guard,36,11.2,0.1,9.3,2012,West
10595,Jimmy Butler,Maccabi Tel Aviv,Forward,29,21.8,3.1,11.5,2012,IL
10596,Serge Ibaka,Maccabi Tel Aviv,Center,43,29.7,0.3,9.3,2012,IL
10597,Reggie Miller,Celtics,Guard,54,18.8,2.6,3.1,2015,East
10598,Max Heidegger (naturalized),Heat,Guard,81,18.9,7.8,6.2,2013,East
10599,Josh Nebo,Maccabi Tel Aviv,Guard,55,9.8,3.6,12.3,2012,IL
10600,Nir Tishman,Heat,Forward,37,17,9.7,11.9,2013,East
10601,Dominique Wilkins,Bulls,Center,68,22.8,0.6,8,2016,East
10602,Boris Diaw,Celtics,Forward,78,19.4,7.4,3.7,2015,East
10603,Rafi Menco,Maccabi Tel Aviv,Center,68,24.9,0.9,8.5,2012,IL
10604,Wade Baldwin IV,Maccabi Tel Aviv,Forward,65,24.2,8.2,12.1,2012,IL
10605,Giannis Antetokounmpo,Celtics,Forward,33,11.8,8.3,12.5,2015,East
10606,Tim Duncan,Heat,Guard,81,21.7,8.1,3.5,2013,East
10607,Dirk Nowitzki,Bulls,Forward,15,21.6,9.6,9.2,2016,East
10608,Elijah Bryant,Celtics,Forward,32,16.1,8.7,5.8,2015,East
10609,Omer Sela,Warriors,Center,68,14.7,2.5,14.4,2015,West
10610,De'Aaron Fox,Bulls,Center,30,12.8,9.8,2.2,2016,East
10611,Boris Diaw,Bulls,Forward,67,19.8,6.5,5.7,2016,East
10612,Luka Doncic,Hapoel Jerusalem,Forward,43,13.6,4.8,0.2,2002,IL
10613,Tyrese Maxey,Maccabi Tel Aviv,Guard,45,28.5,3.9,1.9,2012,IL
10614,Goran Dragic,Spurs,Forward,20,15.7,3.2,8.6,2012,West
10615,Lior Eliyahu,Maccabi Tel Aviv,Guard,28,11.4,0,2.9,2012,IL
10616,Nir Tishman,Warriors,Forward,28,19,5.8,4.4,2015,West
10617,Yam Madar,Heat,Center,20,29.2,5.1,14,2013,East
10618,Clyde Drexler,Heat,Forward,25,14.7,1.2,13.3,2013,East
10619,Yam Madar,Hapoel Jerusalem,Center,73,8.9,6.9,12.9,2002,IL
10620,Pascal Siakam,Warriors,Forward,34,24.2,4.2,14.7,2015,West
10621,Jake Cohen,Warriors,Center,58,26.4,2.2,9.6,2015,West
10622,T. J. Leaf,Celtics,Center,55,20.7,3.9,3,2015,East
10623,Nimrod Levi,Spurs,Center,54,20,1.1,8.4,2012,West
10624,Ori Cohen,Spurs,Forward,54,22.9,8.8,1.6,2012,West
10625,Serge Ibaka,Bulls,Center,15,18.9,7,2.5,2016,East
10626,Jaden Ivey,Hapoel Jerusalem,Forward,54,13.9,8.7,10.3,2002,IL
10627,Hedo Turkoglu,Lakers,Center,26,7,4.3,10.5,2016,West
10628,Brandon Ingram,Spurs,Guard,81,11.6,7.4,6.1,2012,West
10629,Jaden Ivey,Celtics,Forward,28,18.2,5.8,4.5,2015,East
10630,Shaquille O'Neal,Bulls,Guard,67,7.7,5.3,8,2016,East
10631,David Robinson,Lakers,Center,22,10,6.8,1.2,2016,West
10632,Wilt Chamberlain,Hapoel Jerusalem,Center,36,8.4,6,7.8,2002,IL
10633,Tracy McGrady,Bulls,Forward,27,16.1,8.6,6.3,2016,East
10634,Paul George,Spurs,Guard,76,5.3,9.7,13,2012,West
10635,Tim Duncan,Lakers,Guard,30,24.4,7,0.2,2016,West
10636,Giannis Antetokounmpo,Hapoel Jerusalem,Forward,50,8.6,1.4,9,2002,IL
10637,Tal Brody,Lakers,Forward,17,20.6,3.5,13.8,2016,West
10638,David Blatt (as player),Warriors,Guard,45,27.3,4.8,9.7,2015,West
10639,Jayson Tatum,Maccabi Tel Aviv,Guard,37,28.9,3.5,12.5,2012,IL
10640,Brook Lopez,Bulls,Center,58,6,8.4,4,2016,East
10641,Josh Giddey,Hapoel Jerusalem,Forward,12,18.4,8.1,5.6,2002,IL
10642,Darius Garland,Heat,Guard,75,6,6.7,12.7,2013,East
10643,Jordan Poole,Celtics,Guard,32,6.6,3.7,6.5,2015,East
10644,Adam Ariel,Heat,Guard,76,15,6.1,2.9,2013,East
10645,David Blatt (as player),Celtics,Guard,21,6.9,7,9.3,2015,East
10646,Roi Huber,Maccabi Tel Aviv,Guard,43,14.1,4.3,9.8,2012,IL
10647,Dominique Wilkins,Bulls,Center,79,10.6,9.9,15,2016,East
10648,Omri Casspi (returning star),Celtics,Guard,63,9.4,1.5,8.6,2015,East
10649,Sharon Drucker,Spurs,Guard,74,14.9,9.5,10.7,2012,West
10650,Amir Uri,Celtics,Guard,18,28.3,7,10.5,2015,East
10651,Roi Plesner,Hapoel Jerusalem,Center,48,11.2,2.9,14,2002,IL
10652,Jrue Holiday,Heat,Center,37,14.3,4.3,11.9,2013,East
10653,Serge Ibaka,Maccabi Tel Aviv,Center,63,7.6,1.3,7.7,2012,IL
10654,Bryant Dunston,Bulls,Forward,74,8.9,6.6,15,2016,East
10655,Shawn Dawson,Lakers,Guard,18,6.6,5.8,10.4,2016,West
10656,Sharon Drucker,Warriors,Guard,57,13.4,9.9,7.6,2015,West
10657,Moses Malone,Bulls,Guard,43,9.4,4.4,4.5,2016,East
10658,Marc Gasol,Heat,Center,71,27.4,8.2,3.6,2013,East
10659,Kevin Durant,Hapoel Jerusalem,Center,25,14,2.7,6.7,2002,IL
10660,CJ McCollum,Maccabi Tel Aviv,Center,72,15.6,2.3,5.8,2012,IL
10661,Paul George,Spurs,Guard,37,27.6,4.9,1.9,2012,West
10662,Luka Doncic,Spurs,Forward,82,7.3,0.1,8.2,2012,West
10663,Zydrunas Ilgauskas,Bulls,Forward,47,22.9,5.1,9.5,2016,East
10664,James Young,Bulls,Forward,54,25.3,6.3,11.6,2016,East
10665,Eidan Rubin,Warriors,Forward,73,14.9,4.3,8.6,2015,West
10666,Marc Gasol,Maccabi Tel Aviv,Center,46,17,1.5,5.6,2012,IL
10667,Paolo Banchero,Heat,Guard,59,10.3,8.4,2.4,2013,East
10668,Yam Hanochi,Warriors,Center,62,24.9,9.8,12.5,2015,West
10669,Bar Timor,Celtics,Guard,62,5.8,7.9,2.8,2015,East
10670,De'Aaron Fox,Spurs,Center,76,10.7,7.6,3.2,2012,West
10671,Myles Turner,Spurs,Guard,13,9.9,4.8,5.2,2012,West
10672,Josh Nebo,Bulls,Guard,18,14.8,2.5,13,2016,East
10673,Idan Zalmanson,Warriors,Center,73,6.9,3.2,13,2015,West
10674,Kareem Abdul-Jabbar,Celtics,Forward,54,17.9,4.1,12.6,2015,East
10675,Oz Blayzer,Celtics,Guard,12,17,6.9,5.7,2015,East
10676,Ja Morant,Maccabi Tel Aviv,Forward,76,13.2,6.4,3.5,2012,IL
10677,Anthony Davis,Spurs,Center,31,23.9,3.3,9.5,2012,West
10678,Giannis Antetokounmpo,Spurs,Forward,66,24.1,9.9,10.7,2012,West
10679,Lorenzo Brown,Bulls,Center,61,17.1,0.1,11.7,2016,East
10680,Lorenzo Brown,Spurs,Center,43,10.4,8.2,4.5,2012,West
10681,Roman Sorkin,Bulls,Center,14,21.8,3.5,7,2016,East
10682,Klay Thompson,Warriors,Forward,44,18.7,6,7.6,2015,West
10683,Liel Malchi,Maccabi Tel Aviv,Center,76,20.3,3,1.6,2012,IL
10684,Devin Booker,Bulls,Forward,80,27.1,0.2,11,2016,East
10685,Chris Paul,Lakers,Forward,45,9.6,0.1,1.9,2016,West
10686,Omri Casspi (returning star),Hapoel Jerusalem,Guard,61,27.8,8.4,11.5,2002,IL
10687,Roi Plesner,Warriors,Center,32,29.7,8.8,14.8,2015,West
10688,Tal Brody,Heat,Forward,55,15.3,3.8,2.9,2013,East
10689,Nadav Henefeld,Maccabi Tel Aviv,Forward,27,17.6,0.6,4,2012,IL
10690,Erez Pinhasi,Bulls,Forward,74,26.7,5.3,14.8,2016,East
10691,Derrick Sharp,Warriors,Guard,38,16.7,0.9,6.6,2015,West
10692,Nikola Jokic,Celtics,Forward,57,28.7,6.3,3,2015,East
10693,Tamir Blatt,Heat,Forward,37,20.8,3.6,6.3,2013,East
10694,Yair Avrahami,Lakers,Guard,79,8.7,2.9,12.7,2016,West
10695,Bill Russell,Bulls,Guard,31,17.1,0.1,6.2,2016,East
10696,Liel Malchi,Lakers,Center,17,8.6,7.3,5.5,2016,West
10697,Brandon Ingram,Warriors,Guard,58,27.4,3.5,8.1,2015,West
10698,Kawhi Leonard,Maccabi Tel Aviv,Guard,19,24.2,8,14.6,2012,IL
10699,Bryant Dunston,Heat,Forward,33,29.7,2.6,7.3,2013,East
10700,Luka Doncic,Lakers,Forward,23,21.1,4.4,14.8,2016,West
10701,Magic Johnson,Bulls,Center,33,7.1,8,8.1,2016,East
10702,Oscar Robertson,Celtics,Center,45,11.1,5.3,14.3,2015,East
10703,Brandon Ingram,Bulls,Guard,25,8.3,1.9,11,2016,East
10704,Fred VanVleet,Bulls,Forward,37,22.2,6.8,10.2,2016,East
10705,Gary Payton,Celtics,Center,53,8.8,9.3,12.1,2015,East
10706,Jarell Martin,Hapoel Jerusalem,Center,38,28.2,7.7,13.4,2002,IL
10707,Evan Mobley,Lakers,Guard,75,6.3,10,13.4,2016,West
10708,Bradley Beal,Heat,Guard,33,24.5,5.4,5.9,2013,East
10709,Ori Cohen,Lakers,Forward,17,8.8,4.5,6.2,2016,West
10710,Desmond Bane,Maccabi Tel Aviv,Guard,21,16.5,6.5,4.4,2012,IL
10711,Kristaps Porzingis,Heat,Guard,70,8.6,1.9,11.4,2013,East
10712,Tony Parker,Heat,Guard,50,12.5,4.5,9.2,2013,East
10713,Nimrod Levi,Hapoel Jerusalem,Center,53,8.4,4.3,6.3,2002,IL
10714,Larry Bird,Spurs,Forward,15,28.7,4.8,13.1,2012,West
10715,Kevin Garnett,Heat,Center,12,21.4,3.2,5.6,2013,East
10716,Nimrod Levi,Hapoel Jerusalem,Center,31,14.5,5.7,14.1,2002,IL
10717,Moses Malone,Maccabi Tel Aviv,Guard,48,25.8,9.1,4.4,2012,IL
10718,Chris Bosh,Bulls,Forward,70,28.7,9.9,13.8,2016,East
10719,Doron Jamchi,Bulls,Center,58,11.1,2.4,13.6,2016,East
10720,Giannis Antetokounmpo,Bulls,Forward,81,27.8,4.5,13.9,2016,East
10721,Pinhas Hozez,Heat,Forward,50,6.5,6.9,8.1,2013,East
10722,Danilo Gallinari,Warriors,Guard,26,6.9,3.9,8.9,2015,West
10723,Scottie Barnes,Bulls,Guard,20,19.8,4.9,8.5,2016,East
10724,Lior Carreira,Celtics,Guard,28,12.6,0.3,4.9,2015,East
10725,Itay Segev,Spurs,Guard,34,21.9,2.7,9.4,2012,West
10726,Noam Dovrat,Maccabi Tel Aviv,Center,65,6.8,8.8,1.1,2012,IL
10727,Kevin Durant,Heat,Center,31,17.9,9,4.5,2013,East
10728,Dirk Nowitzki,Bulls,Forward,57,28.7,6.7,2.7,2016,East
10729,Nikola Jokic,Bulls,Forward,28,24.5,6.9,3.9,2016,East
10730,Peja Stojakovic,Bulls,Forward,72,19.1,6.7,6.9,2016,East
10731,Tracy McGrady,Maccabi Tel Aviv,Forward,74,14.2,2.4,4.8,2012,IL
10732,Meir Tapiro,Warriors,Forward,43,5.7,6.3,6.3,2015,West
10733,Darius Thompson,Hapoel Jerusalem,Guard,51,8.5,0.7,8.3,2002,IL
10734,Luka Doncic,Maccabi Tel Aviv,Forward,65,9.6,5.7,4.8,2012,IL
10735,Retin Obasohan,Celtics,Center,15,21.3,2.3,2.3,2015,East
